AgentId,Start,Seed,Floor,Reward,Steps,Time
18,0,15,2,2.3,1001,13014.4569394
3,0,15,2,2.4,1001,13030.0680001
27,0,21,2,2.4,1001,13002.342080999999
6,0,87,1,1.2,801,13022.859992599999
8,0,64,1,1.2,801,13019.014630799998
35,0,75,0,0.0,601,12989.7144684
25,0,57,1,1.2,801,13000.2467335
34,0,36,0,0.0,601,12990.3005987
22,0,28,2,2.3,1001,12997.582022499999
11,0,22,1,1.2,801,13011.356239699999
23,0,43,1,1.1,801,12998.5764613
17,0,95,1,1.1,801,13001.232904499999
45,0,87,1,1.2,801,12966.4374065
12,0,61,1,1.0,801,13002.2671264
38,0,58,2,2.2,1001,12970.7050975
36,0,35,1,1.2,801,12972.2748156
39,0,38,2,2.4,1001,12968.1365089
19,0,65,1,1.0,143,12985.935444199999
1,0,80,1,1.1,801,13003.0672757
31,0,70,1,1.2,801,12972.0606404
9,0,66,2,2.5,1101,12992.2370407
48,0,92,2,2.4,1001,12953.0414269
7,0,96,1,1.0,801,12996.584882399999
42,0,83,2,2.5,1001,12958.242067599998
5,0,22,1,1.2,801,12989.668592499998
47,0,68,2,2.4,1001,12946.8245842
19,0,42,1,1.0,801,12974.3089222
10,0,62,1,1.2,801,12984.9371607
40,0,67,2,2.6,1001,12952.435180699998
46,0,95,1,1.2,801,12945.991837
4,0,86,1,1.0,801,12986.7542875
28,0,14,2,2.3,1101,12961.071588899998
33,0,65,2,2.6,1001,12955.7531598
24,0,45,1,1.2,801,12964.4690429
2,0,84,0,0.0,601,12989.199793299998
29,0,68,2,2.4,1001,12958.475578399999
16,0,59,1,1.2,801,12970.8298316
44,0,33,1,1.2,801,12944.8291102
43,0,99,1,1.2,801,12942.3966207
21,0,99,2,2.4,1001,12964.0552262
15,0,80,1,1.2,801,12969.6806466
37,0,51,1,1.2,801,12947.211481999999
26,0,19,2,2.4,1001,12954.0763039
41,0,18,1,1.1,801,12935.606041
35,0,66,2,2.2,1001,12940.963956799998
30,0,4,2,2.4,1101,12945.071128799998
32,0,53,1,1.2,801,12942.8653925
13,0,0,2,2.4,1001,12958.8515195
0,0,59,1,1.2,801,12973.3976222
49,0,69,1,1.0,801,12921.349131899999
34,0,36,2,2.2,1101,12940.0610145
20,0,65,1,1.2,801,12948.703138699999
14,0,9,1,1.2,801,12953.202355700001
6,0,60,1,1.2,801,12957.836902199999
8,0,65,1,1.1,801,12953.2135265
25,0,90,0,0.0,601,12935.3726169
11,0,24,3,3.6,1301,12946.9219972
23,0,77,2,2.2,1001,12933.321472399999
17,0,77,2,2.2,1001,12935.976711399999
18,0,1,1,1.0,801,12933.571810599999
3,0,80,1,1.1,801,12949.232579599999
27,0,92,3,3.8,1401,12921.515006599999
45,0,68,2,2.4,1001,12901.3360834
12,0,68,2,2.3,1001,12937.1721023
36,0,30,0,0.0,601,12906.5604223
2,0,29,1,1.2,801,12941.5095977
22,0,3,1,1.0,801,12916.879428499999
1,0,11,2,2.4,1101,12938.2154669
31,0,53,1,1.2,801,12907.2010469
7,0,7,2,2.4,1001,12932.1633016
5,0,3,1,1.1,801,12925.442574499999
19,0,67,1,1.0,801,12910.1653393
10,0,58,2,2.5,1101,12920.704044499998
46,0,81,3,3.6,1201,12881.9343032
38,0,77,2,2.2,1001,12889.2825579
4,0,3,1,1.0,801,12922.6059529
39,0,58,1,1.2,801,12886.6748959
24,0,67,1,1.0,801,12900.7608261
16,0,65,1,1.2,801,12907.4393905
44,0,67,1,1.2,801,12880.6908587
43,0,59,1,1.2,801,12878.2059825
15,0,32,0,0.0,601,12905.6905491
37,0,66,2,2.2,1001,12883.2426282
48,0,63,2,2.6,1001,12871.173449299999
42,0,94,0,0.0,601,12876.5946979
47,0,88,1,1.2,801,12866.198239
41,0,76,3,4.0,1201,12872.193395
9,0,34,0,0.0,601,12902.4340115
40,0,49,3,3.8,1301,12871.0989832
32,0,82,2,2.2,1101,12878.585417999999
25,0,87,1,1.0,801,12886.8048454
33,0,93,1,1.2,801,12875.0277436
0,0,37,1,1.2,801,12909.7461023
29,0,47,1,1.0,801,12878.116764699998
49,0,64,2,2.5,1001,12857.504247899999
20,0,77,2,2.2,1001,12885.0602269
21,0,58,2,2.4,1101,12883.8877767
14,0,46,0,0.0,601,12889.363114
26,0,87,1,1.2,801,12874.1177565
28,0,64,1,1.2,801,12871.6895548
6,0,9,2,2.2,1001,12892.842290999999
8,0,89,1,1.2,801,12889.0436412
35,0,67,1,1.1,801,12860.474166999998
36,0,40,1,1.2,801,12857.9565171
13,0,62,2,2.6,1001,12879.377361699999
18,0,86,1,1.0,801,12869.4642281
30,0,30,1,1.1,801,12856.970735399998
3,0,57,1,1.2,801,12884.8607182
34,0,55,2,2.3,1001,12853.1745421
2,0,83,1,1.2,801,12877.8625261
22,0,43,1,1.0,801,12853.173944999999
31,0,20,2,2.6,1101,12843.514149999999
15,0,98,1,1.1,801,12858.83951
23,0,51,2,2.4,1001,12853.937974499999
17,0,53,1,1.1,801,12856.5920538
42,0,81,1,1.1,801,12829.052112099998
45,0,25,0,0.0,601,12820.894485699999
5,0,97,2,2.4,1001,12860.516104499999
12,0,24,1,1.2,801,12856.5331816
19,0,89,1,1.2,801,12845.0927072
9,0,9,1,1.2,801,12854.562879699999
4,0,35,1,1.2,801,12858.015017
39,0,21,2,2.2,1001,12821.3874363
24,0,17,2,2.4,1001,12835.443863100001
16,0,21,2,2.4,1001,12842.148903599998
44,0,91,1,1.2,801,12816.1845823
43,0,24,3,3.6,1501,12813.6886389
14,0,61,1,1.0,801,12841.0682313
7,0,88,2,2.3,1001,12850.5979899
1,0,14,3,3.8,1201,12848.9353238
11,0,70,1,1.2,801,12841.374298899998
47,0,6,2,2.4,1001,12800.806873799998
38,0,10,2,2.6,1001,12808.1326156
25,0,47,1,1.0,801,12822.7054741
33,0,44,1,1.2,801,12810.9370036
0,0,46,1,1.2,801,12845.657681199998
29,0,88,1,1.2,801,12813.9765202
37,0,40,1,1.2,801,12802.984648
10,0,95,1,1.2,801,12831.102429699999
48,0,57,1,1.2,801,12790.725218599999
26,0,78,2,2.3,1001,12810.2673822
28,0,77,2,2.3,1101,12807.851114699999
27,0,57,1,1.2,801,12808.397602399999
8,0,13,1,1.0,801,12825.2766543
35,0,15,1,1.2,801,12796.7107052
46,0,54,1,1.0,801,12784.9288666
36,0,17,1,1.2,801,12793.1955238
49,0,79,0,0.0,601,12777.435952299998
20,0,5,2,2.6,1001,12804.9670384
18,0,49,1,1.2,801,12805.285606899999
30,0,74,1,1.2,801,12792.7969715
32,0,77,2,2.3,1001,12790.606299
3,0,47,3,3.7,1301,12820.4597106
6,0,2,2,2.4,1001,12812.6982271
45,0,75,0,0.0,601,12771.7951296
21,0,69,1,1.0,801,12795.458143099999
41,0,98,1,1.2,801,12774.5974876
13,0,89,1,1.2,801,12799.2246175
2,0,38,2,2.3,1001,12812.627848799999
22,0,6,2,2.3,1001,12787.948920199999
15,0,62,0,0.0,601,12793.0892837
17,0,42,1,1.0,801,12790.8405001
40,0,97,2,2.4,1001,12766.389758899999
42,0,94,1,1.1,801,12763.4316079
34,0,28,2,2.3,1001,12771.8575104
12,0,32,1,1.0,801,12791.702875399998
19,0,60,1,1.2,801,12780.2107308
9,0,5,1,1.2,801,12788.889966499999
4,0,20,1,1.0,801,12792.385340499999
44,0,99,2,2.4,1001,12751.8949376
23,0,2,1,1.2,801,12772.3642814
14,0,62,3,4.0,1201,12776.7441318
31,0,62,2,2.4,1001,12754.171095299998
11,0,41,0,0.0,601,12777.396386999999
5,0,84,1,1.0,801,12779.7239865
25,0,19,2,2.4,1001,12759.177817299998
39,0,28,2,2.2,1001,12742.0518266
33,0,99,2,2.5,1001,12747.1937185
0,0,74,1,1.1,801,12781.914151399998
24,0,27,0,0.0,601,12755.9150616
29,0,22,1,1.2,801,12749.3259193
16,0,72,1,1.2,801,12761.664108899999
49,0,23,1,1.2,801,12728.5306382
37,0,72,3,3.6,918,12738.5622415
10,0,38,2,2.4,1101,12766.6656195
48,0,85,1,1.2,801,12726.3175103
7,0,51,1,1.2,801,12769.866963999999
27,0,39,1,1.2,801,12744.1092581
8,0,74,1,1.2,801,12760.9327206
45,0,44,1,1.2,801,12723.6337063
47,0,53,1,1.1,801,12719.847281499999
35,0,57,1,1.2,801,12731.2026808
46,0,82,0,0.0,601,12719.415701299999
38,0,47,1,1.2,801,12726.7877148
36,0,80,1,1.1,801,12728.280506
15,0,67,1,1.1,801,12744.9979976
18,0,75,0,0.0,601,12740.5701686
30,0,30,0,0.0,601,12728.072028199998
26,0,6,1,1.2,801,12729.2747881
1,0,89,1,1.2,801,12752.4851931
21,0,90,0,0.0,601,12731.226943799998
41,0,16,1,1.1,801,12710.3874595
28,0,7,1,1.2,801,12719.1709825
13,0,8,1,1.2,801,12734.0288052
20,0,62,0,0.0,601,12724.1181146
17,0,53,1,1.2,801,12726.3532726
32,0,13,1,1.2,801,12709.630663099999
42,0,27,0,0.0,601,12699.435809199998
6,0,93,1,1.2,801,12732.5078241
43,0,72,3,3.8,1301,12692.7996542
11,0,51,1,1.2,801,12728.299040099999
12,0,99,2,2.6,1101,12726.632979299999
19,0,87,1,1.0,801,12715.168332399999
9,0,66,2,2.2,1001,12724.608486899999
4,0,42,1,1.0,580,12728.045523699999
24,0,67,1,1.1,801,12705.7611078
2,0,60,2,2.2,1101,12730.4680385
22,0,61,1,1.0,801,12705.7780852
23,0,98,1,1.1,801,12706.187954699999
40,0,35,1,1.2,801,12684.4629921
34,0,46,1,1.2,801,12690.5343904
5,0,61,1,1.2,801,12714.0818097
46,0,76,1,1.2,801,12671.119298099999
3,0,7,2,2.4,1001,12714.2427059
0,0,71,0,0.0,601,12715.3853516
29,0,58,2,2.2,1101,12683.7445436
16,0,9,2,2.3,1001,12696.0633291
49,0,74,1,1.2,801,12662.9092836
44,0,85,0,0.0,601,12669.8537352
48,0,64,1,1.2,801,12660.954271499999
18,0,85,0,0.0,601,12690.771981
30,0,5,2,2.3,1001,12678.269687599999
7,0,8,1,1.2,801,12704.3016054
27,0,43,1,1.0,801,12678.531487299999
31,0,39,1,1.2,801,12671.6142635
8,0,13,1,1.2,801,12694.379179099999
45,0,25,0,0.0,601,12657.0625212
21,0,42,1,1.0,801,12680.716035599999
47,0,32,1,1.0,801,12653.805343099999
35,0,25,1,1.0,801,12665.136952199999
37,0,93,1,1.2,801,12662.5224938
38,0,45,1,1.2,801,12660.697738
36,0,57,1,1.2,801,12662.186100399998
25,0,46,1,1.2,801,12675.074714499999
39,0,61,1,1.0,801,12657.9271883
33,0,71,0,0.0,601,12663.0247316
20,0,23,1,1.2,801,12672.730459499999
15,0,58,2,2.6,1101,12677.3100858
14,0,92,2,2.4,1001,12677.0025626
26,0,12,1,1.2,801,12662.4381578
42,0,5,2,2.5,1001,12648.122754299999
1,0,0,2,2.4,1001,12685.3955892
41,0,70,1,1.0,801,12643.4862365
10,0,62,1,1.2,801,12675.761479699999
4,0,9,2,2.4,1001,12679.2840198
28,0,83,2,2.5,1101,12651.2386245
13,0,70,2,2.3,1001,12666.086989
17,0,67,0,0.0,601,12659.058556799999
32,0,62,2,2.6,1001,12642.350460099999
6,0,78,2,2.4,1101,12664.627523
11,0,2,1,1.2,801,12661.1484527
19,0,97,2,2.3,1201,12648.198371299999
0,0,22,1,1.2,801,12665.714189999999
24,0,32,1,1.2,801,12639.6825135
44,0,89,1,1.2,801,12619.827114400001
22,0,6,0,0.0,601,12638.9480716
23,0,36,0,0.0,601,12640.1331946
40,0,9,2,2.2,1001,12618.4280391
18,0,96,1,1.0,801,12640.114211
34,0,68,2,2.3,1001,12624.339720799999
45,0,3,1,1.0,801,12608.042877099999
5,0,94,1,1.2,801,12647.9221521
9,0,9,1,1.1,801,12641.6106454
46,0,54,2,2.4,1001,12604.0158612
33,0,69,1,1.0,801,12614.5502905
49,0,68,2,2.2,1001,12597.216518599998
12,0,66,2,2.4,1101,12636.020593399999
48,0,99,3,3.8,1201,12595.235622299999
7,0,55,2,2.3,1001,12638.804384
27,0,46,1,1.2,801,12612.186813299999
2,0,57,1,1.2,801,12639.9300408
31,0,80,0,0.0,601,12605.856441799999
8,0,71,0,0.0,601,12628.632503899998
21,0,36,0,0.0,601,12615.1301181
47,0,55,2,2.4,1001,12588.329792499999
35,0,12,0,0.0,601,12599.6917851
37,0,80,1,1.2,801,12597.039958599998
38,0,42,1,1.0,801,12595.2116561
36,0,23,1,1.2,801,12596.728304499999
25,0,16,1,1.0,801,12609.6369402
3,0,68,2,2.4,1001,12631.1839706
39,0,99,1,1.2,801,12592.2586621
16,0,34,0,0.0,601,12612.438928
43,0,96,2,2.6,1001,12584.2732908
20,0,54,2,2.6,1001,12606.848899199998
17,0,23,2,2.3,1001,12609.3545512
30,0,28,3,3.6,1201,12594.642314899998
26,0,9,1,1.2,801,12596.6600068
29,0,26,2,2.4,1001,12592.370247399998
41,0,40,1,1.2,801,12576.8982396
10,0,44,1,1.2,801,12609.155744799999
22,0,79,2,2.2,1001,12590.501546599999
23,0,12,1,1.0,801,12590.9051878
14,0,42,1,1.0,801,12595.3318029
42,0,83,1,1.2,801,12566.7577644
1,0,86,1,1.1,801,12604.0680941
11,0,59,1,1.2,801,12596.4114168
15,0,40,1,1.2,801,12588.340102799999
4,0,69,1,1.0,801,12597.976208099999
13,0,15,2,2.2,1001,12585.574537499999
0,0,83,2,2.6,1001,12599.8598879
24,0,66,2,2.4,1001,12573.8558115
44,0,37,1,1.2,801,12554.7659155
18,0,64,1,1.2,801,12575.6974137
32,0,29,2,2.6,1101,12561.2501254
28,0,0,1,1.2,801,12562.980495299998
31,0,75,0,0.0,601,12556.782008299999
8,0,27,1,1.2,801,12579.548119899999
45,0,6,2,2.2,1001,12542.2030631
5,0,91,3,3.8,1201,12582.0864532
21,0,38,2,2.5,1001,12565.859611299999
35,0,40,1,1.2,801,12550.584755299999
9,0,8,1,1.2,801,12576.143635999999
33,0,73,2,2.4,1001,12549.3711367
6,0,1,1,1.1,801,12575.748285
16,0,50,3,3.6,1201,12564.7324797
40,0,2,1,1.2,801,12537.1587186
27,0,34,0,0.0,601,12547.3130587
2,0,79,1,1.2,801,12575.084472699999
34,0,56,1,1.1,134,12542.915921799999
19,0,21,2,2.4,881,12551.5357598
37,0,46,1,1.2,801,12532.785692599999
46,0,66,2,2.3,1001,12523.3984565
38,0,64,1,1.2,801,12529.9940288
36,0,63,1,1.2,801,12531.4987264
25,0,82,2,2.4,1301,12544.399499
39,0,31,2,2.6,1001,12527.225347799998
49,0,6,2,2.4,1001,12515.2611141
34,0,19,2,2.4,1001,12531.9109736
7,0,79,1,1.2,801,12557.078070099999
26,0,55,2,2.2,1101,12532.7779042
12,0,47,1,1.1,801,12546.384168699999
47,0,92,0,0.0,601,12507.315429499999
41,0,75,1,1.2,801,12513.3068954
10,0,14,1,1.2,801,12545.6128495
3,0,99,1,1.2,801,12550.9431814
43,0,19,2,2.4,1101,12504.4673186
20,0,23,3,3.7,1201,12527.045521499998
23,0,72,2,2.5,1001,12526.9154816
17,0,75,0,0.0,601,12529.571553
14,0,6,2,2.4,1001,12531.363755
48,0,95,1,1.2,801,12497.1457135
42,0,85,0,0.0,601,12502.483822
29,0,61,1,1.0,801,12512.3648915
1,0,82,0,0.0,601,12539.6239523
31,0,0,0,0.0,601,12508.600464
11,0,50,2,2.2,1001,12531.8095074
15,0,75,1,1.2,801,12523.699596299999
4,0,17,2,2.5,1101,12532.5766739
44,0,76,1,1.2,801,12490.8502329
22,0,19,2,2.6,1001,12509.9588592
18,0,9,2,2.2,1001,12511.5603995
30,0,79,1,1.2,801,12499.1180508
28,0,74,1,1.0,801,12498.1315478
27,0,64,2,2.4,1001,12498.613677199999
8,0,13,1,1.1,801,12515.437353199999
35,0,59,1,1.2,801,12486.889518
9,0,96,2,2.4,1101,12512.418616699999
13,0,97,0,0.0,601,12505.888020299999
0,0,3,1,1.1,801,12520.183826499999
24,0,17,2,2.2,1001,12494.169184800001
6,0,21,2,2.4,1101,12510.845440399999
40,0,7,1,1.2,801,12473.317481099999
2,0,0,2,2.6,1001,12511.408581099999
45,0,18,1,1.1,801,12462.422148799998
21,0,85,0,0.0,601,12486.0493754
47,0,6,0,0.0,601,12459.190873599999
37,0,35,2,2.2,1001,12468.1285288
32,0,83,1,1.2,801,12472.7282822
38,0,80,1,1.2,801,12466.0903483
36,0,51,2,2.4,1001,12467.578422199998
33,0,61,1,1.0,801,12468.874141100001
19,0,68,2,2.2,1001,12480.563095599999
17,0,78,2,2.2,1101,12481.687723899999
7,0,15,2,2.3,1001,12492.4532293
42,0,32,1,1.2,801,12454.032395999999
1,0,66,1,1.2,801,12491.3565962
31,0,55,2,2.3,1101,12460.2816298
5,0,78,2,2.2,1101,12485.8858434
12,0,95,1,1.2,801,12481.9299053
41,0,57,1,1.2,801,12448.8344952
10,0,36,2,2.3,1001,12481.0848156
46,0,76,1,1.2,801,12442.373152099999
3,0,81,1,1.0,801,12486.277921699999
39,0,65,1,1.2,801,12447.3618677
16,0,21,1,1.2,801,12467.5601569
49,0,71,0,0.0,601,12434.4273879
34,0,25,1,1.0,801,12451.1434536
48,0,89,2,2.5,1001,12432.508001299999
29,0,95,1,1.2,801,12447.9763444
15,0,43,1,1.2,801,12459.1228215
26,0,21,2,2.2,1001,12444.5857169
13,0,46,1,1.2,801,12457.2502818
44,0,71,0,0.0,601,12426.8627122
23,0,68,2,2.4,1001,12446.646685299998
14,0,74,1,1.2,801,12451.0893864
30,0,52,2,2.5,1001,12434.384400899999
25,0,9,2,2.4,1001,12440.628576199999
28,0,3,1,1.2,801,12433.8893113
8,0,20,3,3.8,1201,12451.422907
43,0,87,1,1.2,801,12416.2121782
11,0,17,1,1.2,801,12451.4314621
21,0,78,2,2.2,1001,12437.5385311
47,0,76,2,2.4,1001,12410.7236763
35,0,46,1,1.2,801,12422.0239563
0,0,32,1,1.0,801,12454.893358
22,0,65,2,2.2,1101,12429.379137
20,0,46,0,0.0,601,12430.480671599998
4,0,44,1,1.2,801,12444.955196399998
40,0,33,2,2.2,1001,12408.6547689
18,0,77,2,2.2,1001,12430.3560594
27,0,22,1,1.0,801,12417.7902975
45,0,32,0,0.0,601,12397.4984608
32,0,51,1,1.1,801,12408.466303599998
38,0,55,2,2.2,1001,12401.8255995
33,0,37,1,1.2,801,12404.764890100001
24,0,37,1,1.0,801,12413.4730481
49,0,70,1,1.0,801,12386.8296483
9,0,50,2,2.3,1001,12423.2610505
42,0,90,0,0.0,601,12389.660462799999
6,0,71,0,0.0,601,12422.8503238
2,0,6,2,2.4,1101,12430.097274799999
1,0,42,1,1.0,801,12426.8062077
12,0,51,2,2.4,1001,12417.757872999999
41,0,39,2,2.3,1001,12384.6504469
37,0,69,1,1.0,801,12386.7863757
46,0,82,1,1.2,801,12377.4259788
36,0,16,1,1.1,801,12386.4975356
3,0,34,0,0.0,601,12421.152318499999
39,0,60,2,2.2,1001,12382.2330179
16,0,27,0,0.0,601,12403.2634609
44,0,6,0,0.0,601,12377.2551358
19,0,86,1,1.2,801,12398.969372799998
34,0,9,2,2.2,1001,12386.608808899999
7,0,94,1,1.0,801,12411.745372399999
29,0,3,1,1.2,801,12382.6663655
15,0,43,1,1.1,801,12394.634892299999
10,0,74,1,1.1,801,12400.511513
17,0,75,0,0.0,601,12392.1764807
13,0,9,1,1.2,801,12392.536801799999
31,0,78,2,2.2,1001,12371.311366999998
5,0,24,3,3.6,1201,12396.908001299998
20,0,41,0,0.0,601,12381.6630076
14,0,94,0,0.0,601,12386.1782987
48,0,63,0,0.0,601,12351.9332394
28,0,99,2,2.4,1001,12369.203420999998
43,0,57,1,1.2,801,12351.8058489
45,0,59,2,2.4,1001,12349.4789107
11,0,49,1,1.2,801,12387.034657799999
35,0,40,1,1.2,801,12357.260963699999
26,0,2,1,1.1,801,12363.657789
0,0,21,1,1.2,801,12390.744999499999
23,0,71,1,1.1,801,12366.6245146
4,0,50,1,1.2,801,12380.981777199999
30,0,36,0,0.0,601,12354.3404768
25,0,68,2,2.5,1001,12359.8080932
42,0,22,1,1.0,801,12341.148778199999
27,0,19,2,2.4,1001,12353.5982589
6,0,82,2,2.2,1101,12374.0857089
21,0,39,1,1.2,801,12356.9779891
47,0,15,1,1.2,736,12330.1181294
32,0,37,1,1.2,801,12343.7851946
3,0,52,4,5.0,1601,12373.430759399998
33,0,34,0,0.0,601,12339.0917252
24,0,43,1,1.2,801,12347.7966667
16,0,22,1,1.2,801,12354.4837749
49,0,47,4,5.4,1601,12321.3377159
44,0,83,1,1.2,801,12328.226633600001
40,0,68,2,2.2,1001,12327.3245235
18,0,21,2,2.6,1001,12349.030206399999
22,0,94,0,0.0,601,12340.026884199999
1,0,44,1,1.2,801,12361.3792512
8,0,37,1,1.0,801,12353.335804999999
17,0,60,1,1.2,801,12343.6126498
37,0,95,2,2.2,1001,12322.202388099999
46,0,87,1,1.0,801,12312.836353699999
38,0,26,1,1.2,801,12320.1871694
36,0,73,1,1.1,801,12321.676684299999
19,0,33,1,1.2,801,12334.986642799999
20,0,72,3,3.8,1301,12333.4652773
14,0,24,3,3.6,1201,12336.8987003
9,0,50,2,2.2,1001,12341.877888899999
48,0,41,1,1.2,801,12302.6906312
7,0,22,1,1.2,801,12346.221308299999
29,0,95,2,2.6,1101,12317.911426199998
12,0,32,0,0.0,601,12336.3541276
15,0,47,1,1.2,801,12329.667095199999
41,0,99,1,1.2,801,12303.0790418
10,0,21,2,2.4,1001,12335.336744999999
39,0,75,1,1.2,801,12301.208609599998
13,0,13,1,1.1,801,12326.5567189
2,0,49,1,1.2,801,12339.983969199999
34,0,32,0,0.0,601,12305.7399328
30,0,52,2,2.5,1001,12304.6378579
43,0,16,1,1.0,801,12286.4405892
11,0,50,2,2.2,1001,12321.6469045
35,0,15,1,1.0,801,12292.6295352
26,0,22,1,1.1,801,12299.0325502
33,0,3,1,1.1,801,12291.4485614
0,0,12,1,1.1,801,12326.168660599998
31,0,81,1,1.0,801,12291.163357899999
23,0,43,1,1.2,801,12301.0376683
4,0,53,1,1.0,801,12315.3940192
47,0,39,2,2.6,1201,12270.6954649
28,0,28,2,2.2,1001,12288.5706373
42,0,27,0,0.0,601,12276.3782779
22,0,88,1,1.2,801,12292.312330199999
45,0,73,1,1.2,801,12268.4518201
21,0,95,2,2.2,1001,12292.0685432
32,0,59,2,2.6,1001,12278.3354592
24,0,29,1,1.2,801,12283.819417300001
16,0,82,1,1.2,801,12290.5531375
44,0,77,2,2.3,1001,12264.5348219
5,0,16,1,1.1,801,12300.050223499999
25,0,92,0,0.0,601,12279.472958699998
27,0,5,2,2.6,1001,12272.6915087
1,0,10,1,1.2,801,12297.35528
8,0,53,1,1.0,801,12289.3700796
12,0,77,2,2.2,1001,12288.132376099999
17,0,83,2,2.5,1001,12279.396211
46,0,56,2,2.6,1101,12248.814314899999
38,0,86,1,1.0,801,12256.1615429
36,0,97,2,2.2,1001,12257.6486405
6,0,52,2,2.6,1001,12285.5389629
19,0,72,2,2.3,1001,12269.9054882
34,0,0,3,3.6,1201,12257.540922099999
40,0,57,1,1.2,801,12246.860939
48,0,65,1,1.2,801,12238.735399399999
18,0,42,1,1.0,801,12268.5618076
7,0,12,0,0.0,601,12282.281806199999
15,0,34,2,2.2,1001,12266.067842299999
41,0,94,0,0.0,601,12239.5025662
37,0,89,2,2.2,1001,12241.6207846
39,0,98,0,0.0,601,12237.6706748
13,0,91,1,1.2,801,12263.018356199998
2,0,92,0,0.0,601,12276.454691399998
9,0,10,1,1.2,801,12262.730157999998
42,0,70,1,1.2,801,12228.267813299999
43,0,3,0,0.0,601,12222.820419
35,0,23,1,1.2,801,12229.2841006
10,0,96,2,2.2,1001,12256.286689999999
26,0,67,1,1.2,801,12235.6156426
33,0,11,2,2.4,1001,12228.026455000001
0,0,21,1,1.2,801,12262.746409099998
29,0,61,1,1.1,801,12230.3849583
31,0,17,1,1.0,801,12226.799736399998
23,0,36,0,0.0,601,12237.439954899999
14,0,89,1,1.2,801,12241.905343
4,0,5,1,1.2,801,12251.634204099999
30,0,46,1,1.0,801,12225.041447
25,0,16,1,1.1,801,12231.1856584
22,0,47,1,1.0,801,12228.702691699998
45,0,73,1,1.2,801,12204.143514399999
20,0,73,1,1.0,801,12229.0515531
11,0,55,2,2.2,1101,12241.7010576
3,0,73,1,1.0,801,12245.344305999999
24,0,36,0,0.0,601,12220.6379147
49,0,73,1,1.0,801,12194.506447799999
16,0,11,2,2.4,1001,12227.3813039
5,0,18,0,0.0,601,12237.078480099999
7,0,82,0,0.0,601,12235.516823599999
28,0,61,1,1.1,801,12209.044301299999
1,0,0,1,1.2,801,12234.4328982
8,0,73,1,1.0,801,12226.4438056
21,0,4,1,1.2,801,12212.9405871
41,0,80,0,0.0,601,12192.1226555
32,0,46,1,1.1,801,12199.8130862
38,0,45,2,2.3,1001,12193.1887675
39,0,15,1,1.2,801,12190.0472997
2,0,75,0,0.0,601,12229.0652722
44,0,41,3,3.8,1301,12185.021592500001
40,0,3,0,0.0,601,12184.1253695
48,0,61,1,1.0,801,12176.016596399999
18,0,51,2,2.2,1001,12205.8443858
47,0,59,1,1.2,801,12175.307824799998
27,0,31,2,2.4,1001,12193.8207505
43,0,47,1,1.2,801,12174.8708082
12,0,0,4,5.0,1401,12208.733092699998
17,0,83,1,1.2,801,12199.9552111
36,0,84,1,1.0,801,12178.6396297
13,0,43,1,1.0,801,12200.102605799999
6,0,43,1,1.2,801,12206.3068477
19,0,61,1,1.1,801,12191.4600961
23,0,54,1,1.2,801,12189.2816265
9,0,49,1,1.0,801,12198.6945931
46,0,21,2,2.4,1101,12161.112599099999
42,0,90,1,1.0,801,12164.7833999
15,0,95,2,2.2,1001,12186.8822117
35,0,7,1,1.2,801,12165.7812647
37,0,66,1,1.2,801,12163.199417999998
26,0,39,1,1.2,801,12171.1823194
0,0,4,2,2.2,1101,12198.3141507
24,0,13,1,1.2,801,12172.2979141
29,0,7,1,1.2,801,12166.506564899999
31,0,57,1,1.2,801,12162.900896399999
5,0,31,2,2.5,1001,12188.444781299999
34,0,31,2,2.6,1001,12161.7860338
14,0,80,1,1.2,801,12177.1734435
4,0,64,2,2.4,1001,12186.878818
30,0,6,1,1.2,801,12160.2664883
7,0,79,1,1.2,801,12186.2749869
25,0,42,1,1.0,801,12166.2980317
22,0,31,2,2.6,1001,12163.086645399999
45,0,65,1,1.2,801,12139.316444
20,0,65,1,1.2,801,12164.2187848
41,0,58,2,2.5,1001,12142.3019403
10,0,28,2,2.5,1001,12174.671137899999
3,0,24,2,2.6,1001,12180.028285699998
33,0,10,2,2.2,1001,12146.4465205
2,0,5,2,2.5,1001,12180.081493799998
49,0,85,0,0.0,601,12128.983051899999
40,0,56,1,1.2,801,12134.3501776
28,0,34,0,0.0,601,12143.8020833
1,0,7,2,2.4,1001,12169.2047892
8,0,46,1,1.2,801,12161.221616499999
21,0,12,1,1.0,801,12147.735712599999
32,0,58,2,2.2,1101,12134.031167
39,0,62,2,2.4,1001,12125.2370449
16,0,10,2,2.4,1001,12146.194968599999
11,0,27,0,0.0,601,12153.502382199998
48,0,1,1,1.0,801,12111.293574
47,0,10,2,2.6,1001,12109.8049326
43,0,99,2,2.4,1001,12110.386733199999
17,0,97,2,2.2,1101,12135.722313799999
38,0,83,1,1.0,801,12112.696100000001
36,0,33,1,1.2,801,12114.162130699999
13,0,38,2,2.3,1001,12135.671142399999
6,0,33,1,1.2,801,12141.841358399999
19,0,28,2,2.3,1001,12126.188030399999
23,0,85,0,0.0,601,12124.784710999998
9,0,42,1,1.2,801,12134.2006783
18,0,15,1,1.2,801,12124.844815699998
42,0,10,2,2.6,1001,12100.363189599999
27,0,77,2,2.3,1001,12113.0949623
